gender,grad_year,course,Poly_Uni_attended,Uni_Poly_Type,qualification,NYSC_complete,course_helped_emp,course_helped_skills,best_sector,job_search_mode,job1_reason,job1_x_qual,job1_level,job1_via_NYSC,car_rent_from_job1
Male,2014,Computer Science,Delta State University Abraka,State,Bachelor's degree,Yes,Disagree,Critical thinking skills,Government / Defence,Recruitment agency/Online job site,It was the only job offer I received,No: the qualification was not required,Entry level,Yes,No
Male,2017,Physics and Astronomy,University of Ibadan,Federal,Bachelor's degree,No,,,,,,,,No,
Male,2015,Accountancy,"Caritas University, Enugu",Private,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",FMCG,Social media/professional networking sites,To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2017,Computer Science,University of Port-Harcourt,Federal,Bachelor's degree,No,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Technology,Media (e.g. newspaper/magazine advertisement),,,,I have not completed my NYSC,No
Male,2015,Veterinary Medicine,"University of Agriculture, Makurdi.",Federal,Bachelor's degree,Yes,Agree,Ability to work with others,Consulting,"Personal contacts, including family and friends",In order to earn a living/pay off debts,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2015,Computer Science,"Kebbi State University, Kebbi",State,Bachelor's degree,Yes,Agree,"Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Technology,"Personal contacts, including family and friends",,,,No,No
Male,2016,Agricultural and Bioresources Engineering,University of Ibadan,Federal,Bachelor's degree,Ongoing,Agree,"Ability to work with others, Spoken communication skills, Knowledge of the skill(s) you are studying",,"Personal contacts, including family and friends",,,,I have not completed my NYSC,No
Male,2015,Business Administration,"Lagos State University Ojo, Lagos.",State,Bachelor's degree,Yes,Agree,Ability to work with others,Government / Defence,Social media/professional networking sites,,,,No,No
Female,2015,Mechanical Engineering,"Afe Babalola University, Ado-Ekiti - Ekiti State",Private,Bachelor's degree,Yes,Strongly Agree,"Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Engineering,Recruitment agency/Online job site,,,,No,No
Male,2017,Agricultural and Bioresources Engineering,University of Ibadan,Federal,Bachelor's degree,Ongoing,,,,,,,,I have not completed my NYSC,
Male,2016,Zoology,University of Ilorin,Federal,Bachelor's degree,Yes,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Manufacturing / Production,"Personal contacts, including family and friends",,,,No,No
Male,2017,Animal Science,University of Benin,Federal,Bachelor's degree,No,,,,,,,,No,
Male,2016,Architecture,"Lagos State Polytechnic, Ikorodu, Ikeja, Lagos, Lagos State.",State,Higher National Diploma (HND),Ongoing,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Technology,Social media/professional networking sites,To gain and broaden my experience in order to get the type of job I really want,Yes: while the qualification was not a formal requirement it did give me an advantage,Experience/Professional,I have not completed my NYSC,No
Male,2015,Linguistics and Nigerian Languages,University of Ilorin,Federal,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Telecommunications,Social media/professional networking sites,It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2016,Business Administration,"Bowen University, Iwo",Private,Bachelor's degree,Yes,,,,,,,,No,
Male,2016,Business Administration,"Bowen University, Iwo",Private,Bachelor's degree,Yes,,,,,,,,No,
Female,2017,Philosophy,University of Lagos,Federal,Bachelor's degree,No,,,,,,,,No,
Male,2016,Electronic Engineering,"University of Nigeria, Nsukka",Federal,Bachelor's degree,Ongoing,,,,,,,,I have not completed my NYSC,
Male,2017,Mechanical Engineering,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Female,2017,Public Administration and Local Government,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Female,2017,Mass Communication (Communication and Language Arts),University of Ibadan,Federal,Bachelor's degree,Ongoing,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Ecommerce/Internet,Social media/professional networking sites,To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,I have not completed my NYSC,No
Male,2017,Economics,"Babcock University,Ilishan-Remo",Private,Bachelor's degree,Ongoing,Disagree,Critical thinking skills,Government / Defence,Recruitment agency/Online job site,,,,I have not completed my NYSC,No
Female,2014,Estate Management,"Federal University of Technology, Akure",Federal,Bachelor's degree,Yes,Disagree,"Ability to work with others, Spoken communication skills",Oil & Gas / Mining,Social media/professional networking sites,It was an opportunity to progress in the organisation,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2015,Chemical Engineering,"Federal University of Technology, Minna.",Federal,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Knowledge of the skill(s) you are studying",Consulting,"Personal contacts, including family and friends",,,,No,No
Female,2017,Business Administration,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,Ongoing,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",NGO,"University/polytechnic (e.g. Careers Service, lecturer, website)",It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Clerical and administrative,I have not completed my NYSC,No
Female,2014,Microbiology,"Federal University of Technology, Akure",Federal,Bachelor's degree,Yes,,,,,,,,Yes,
Female,2017,Agricultural Economics,University of Benin,Federal,Bachelor's degree,No,Agree,Critical thinking skills,Agriculture/Poultry/Fishing,Social media/professional networking sites,It was the only job offer I received,No: the qualification was not required,Entry level,I have not completed my NYSC,No
Male,2016,Mass Communication (Communication and Language Arts),Rivers State University of Science & Technology,State,Bachelor's degree,Ongoing,Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Others,Social media/professional networking sites,To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Experience/Professional,I have not completed my NYSC,No
Male,2017,Mechanical Engineering,"Federal University, Oye-Ekiti, Ekiti State",Federal,Bachelor's degree,No,,,,,,,,No,
Female,2014,Accountancy,Ekiti State University,State,Bachelor's degree,Yes,,,,,,,,No,
Female,2016,Marketing,Ekiti State University,State,Bachelor's degree,Ongoing,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Spoken communication skills",Others,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Clerical and administrative,I have not completed my NYSC,No
Male,2015,Microbiology,Covenant University Ota,Private,Bachelor's degree,Yes,Disagree,"Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Travels/Tours,"Personal contacts, including family and friends",,,,No,No
Female,2015,Statistics,"Nnamdi Azikiwe University, Awka",Federal,Bachelor's degree,Yes,Disagree,Critical thinking skills,Creatives/Art/Design,"Personal contacts, including family and friends",,,,No,No
Female,2017,Education And Political Science,University of Ibadan,Federal,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Female,2017,Computer Engineering,Ekiti State University,State,Bachelor's degree,No,Agree,Ability to work with others,Telecommunications,"Personal contacts, including family and friends",,,,No,No
Male,2017,Fisheries,"Lagos State University Ojo, Lagos.",State,Bachelor's degree,Ongoing,Agree,Knowledge of the skill(s) you are studying,Logistics / Transportation,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,I have not completed my NYSC,No
Male,2016,Computer Science,"Kwara State University, Ilorin",State,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Female,2017,Geography,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,Ongoing,,,,,,,,I have not completed my NYSC,
Female,2017,History and International Studies,Ekiti State University,State,Bachelor's degree,No,Agree,"Critical thinking skills, Ability to work with others, Written communication skills, Spoken communication skills",Travels/Tours,"Personal contacts, including family and friends",,,,I have not completed my NYSC,No
Male,2014,Mathematics,"Modibbo Adama University of Technology, Yola",Federal,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Banking / Financial Services,Internship,,,,No,No
Male,2017,Electrical & Electronic Engineering,"Bayero University,Kano",State,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Male,2015,Electrical & Electronic Engineering,University of Ibadan,Federal,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,"Personal contacts, including family and friends",It was the only job offer I received,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2015,Accountancy,"Institute of Management and Technology, Enugu, Enugu State.",State,Higher National Diploma (HND),Yes,Strongly Agree,Ability to solve complex problems,Banking / Financial Services,"University/polytechnic (e.g. Careers Service, lecturer, website)",,,,Yes,No
Female,2016,Computer Science,"Bowen University, Iwo",Private,Bachelor's degree,Yes,Strongly Agree,"Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Technology,"Personal contacts, including family and friends",,,,Yes,No
Female,2017,Building,"Institute of Management and Technology, Enugu, Enugu State.",State,Higher National Diploma (HND),No,,,,,,,,I have not completed my NYSC,
Female,2017,Geography,"University of Nigeria, Nsukka",Federal,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Male,2015,Quantity Surveying,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Education,Social media/professional networking sites,It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2015,Metallurgical and Materials Engineering,"Federal Polytechnic Idah, Kogi State.",Federal,Higher National Diploma (HND),Yes,,,,,,,,No,
Male,2016,Education & Computer Science,Ekiti State University,State,Bachelor's degree,Yes,,,,,,,,No,
Male,2017,Petroleum and Gas Engineering,University of Ibadan,Federal,Bachelor's degree,Ongoing,,,,,,,,I have not completed my NYSC,
Male,2013,Economics,"Lead City University, Ibadan",Private,Bachelor's degree,Yes,Strongly Agree,Critical thinking skills,Consulting,Recruitment agency/Online job site,,,,No,No
Male,2017,Microbiology,Olabisi Onabanjo University Ago-Iwoye,State,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Female,2017,Mathematics,"Adekunle Ajasin University, Akungba.",State,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Male,2017,Economics,University of Lagos,Federal,Master's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Knowledge of the skill(s) you are studying",Consulting,"Personal contacts, including family and friends",,,,No,No
Female,2016,Biochemistry,Olabisi Onabanjo University Ago-Iwoye,State,Bachelor's degree,Yes,,,,,,,,Yes,
Female,2016,Banking and Finance,"Bowen University, Iwo",Private,Bachelor's degree,Yes,,,,,,,,No,
Male,2017,Economics,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,No,Strongly Disagree,"Critical thinking skills, Ability to work with others",Technology,Employer's website,It fitted into my career plan/it was exactly the type of work I wanted,No: the qualification was not required,Experience/Professional,I have not completed my NYSC,No
Male,2014,Business Administration,University of Lagos,Federal,Bachelor's degree,Yes,Agree,Ability to work with others,Government / Defence,"Personal contacts, including family and friends",In order to earn a living/pay off debts,Yes: while the qualification was not a formal requirement it did give me an advantage,Clerical and administrative,No,No
Male,2016,Electrical & Electronic Engineering,"Ambrose Alli University, Ekpoma,",State,Bachelor's degree,Yes,Strongly Agree,Ability to solve complex problems,Government / Defence,Internship,,,,Yes,No
Male,2016,Education & Social Science,"Ahmadu Bello University, Zaria",Federal,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Education,"Personal contacts, including family and friends",It was the only job offer I received,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2015,Education And Biology,"Lagos State University Ojo, Lagos.",State,Bachelor's degree,Yes,Strongly Disagree,"Spoken communication skills, Knowledge of the skill(s) you are studying",Education,"Personal contacts, including family and friends",It was the only job offer I received,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Male,2015,Electrical & Electronic Engineering,"Federal Polytechnic Idah, Kogi State.",Federal,Higher National Diploma (HND),Yes,,,,,,,,No,
Male,2015,Biochemistry,"Bowen University, Iwo",Private,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Media,Recruitment agency/Online job site,It was the only job offer I received,Yes: the qualification was a formal requirement,Entry level,Yes,No
Male,2016,Electrical & Electronic Engineering,University of Lagos,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Engineering,Recruitment agency/Online job site,It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Entry level,Yes,No
Male,2015,Microbiology,"Lagos State University Ojo, Lagos.",State,Master's degree,Yes,,,,,,,,No,
Male,2015,Economics,University of Lagos,Federal,Master's degree,Yes,Strongly Agree,Knowledge of the skill(s) you are studying,Education,"University/polytechnic (e.g. Careers Service, lecturer, website)",,,,No,Yes
Male,2015,Economics,University of Lagos,Federal,Bachelor's degree,Yes,,,,,,,,No,
Male,2014,Economics,University of Lagos,Federal,Bachelor's degree,Yes,Strongly Agree,Knowledge of the skill(s) you are studying,Banking / Financial Services,"Personal contacts, including family and friends",It was the only job offer I received,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2013,Physics and Astronomy,"Redeemer's University, Mowe",Private,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others",Technology,"Personal contacts, including family and friends",,,,No,No
Female,2017,Physiology,"Babcock University,Ilishan-Remo",Private,Bachelor's degree,Ongoing,Disagree,Knowledge of the skill(s) you are studying,Healthcare,Media (e.g. newspaper/magazine advertisement),,,,I have not completed my NYSC,No
Female,2017,Economics,University of Benin,Federal,Bachelor's degree,No,,,,,,,,No,
Male,2014,Economics,University of Lagos,Federal,Master's degree,Yes,Disagree,Critical thinking skills,Government / Defence,Recruitment agency/Online job site,To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2015,Law,University of Jos,Federal,Bachelor's degree,Yes,,,,,,,,No,
Male,2016,Computer Science,"Federal University of Technology, Owerri",Federal,Bachelor's degree,No,Disagree,"Ability to solve complex problems, Ability to work with others",Technology,"Personal contacts, including family and friends",,,,No,No
Female,2014,Botany,University of Lagos,Federal,Master's degree,Yes,Agree,"Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Agriculture/Poultry/Fishing,"University/polytechnic (e.g. Careers Service, lecturer, website)",To gain and broaden my experience in order to get the type of job I really want,No: the qualification was not required,Entry level,No,Yes
Male,2017,Sociology/Anthropology,University of Ilorin,Federal,Bachelor's degree,Ongoing,,,,,,,,I have not completed my NYSC,
Female,2014,Mass Communication (Communication and Language Arts),University of Uyo,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Media,Recruitment agency/Online job site,,,,No,No
Male,2014,Computer Science,"Federal Polytechnic Offa, Kwara State.",Federal,Higher National Diploma (HND),Yes,,,,,,,,No,
Female,2017,Accountancy,University of Benin,Federal,Bachelor's degree,No,Agree,Ability to work with others,Banking / Financial Services,Recruitment agency/Online job site,,,,No,No
Female,2015,Economics,"Bowen University, Iwo",Private,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Hospitality/Leisure,Social media/professional networking sites,,,,No,No
Male,2016,Physics and Astronomy,"Federal University of Technology, Akure",Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Oil & Gas / Mining,"Personal contacts, including family and friends",To see if I would like the type of work it involved,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Female,2016,Agricultural Economics,"Michael Okpara Uni. of Agric., Umudike",Federal,Bachelor's degree,Ongoing,Agree,"Ability to work with others, Spoken communication skills, Knowledge of the skill(s) you are studying",Travels/Tours,"Personal contacts, including family and friends",,,,I have not completed my NYSC,No
Female,2015,Zoology,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,Yes,Agree,"Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Education,"Personal contacts, including family and friends",It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2015,Mass Communication (Communication and Language Arts),"Bowen University, Iwo",Private,Master's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Advertising / Marketing / Comms,"Personal contacts, including family and friends",,,,No,No
Female,2015,Accountancy,Covenant University Ota,Private,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Banking / Financial Services,"Personal contacts, including family and friends",,,,No,No
Female,2015,Computer Science,Covenant University Ota,Private,Master's degree,Yes,Disagree,Ability to solve complex problems,Travels/Tours,"Personal contacts, including family and friends",It was an opportunity to progress in the organisation,Yes: the qualification was a formal requirement,Experience/Professional,No,Yes
Male,2015,Chemical Engineering,"Ladoke Akintola University of Technology, Ogbomoso",State,Bachelor's degree,Yes,Strongly Agree,Ability to solve complex problems,Manufacturing / Production,Media (e.g. newspaper/magazine advertisement),,,,No,No
Male,2015,Mathematics,University of Benin,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Knowledge of the skill(s) you are studying",Banking / Financial Services,"Personal contacts, including family and friends",,,,No,No
Female,2015,Mass Communication (Communication and Language Arts),"Madonna University, Okija",Private,Bachelor's degree,Yes,,,,,,,,Yes,
Male,2015,Mechanical Engineering,University of Port-Harcourt,Federal,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,Recruitment agency/Online job site,,,,No,No
Female,2014,Computer Engineering,University of Lagos,Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems",Engineering,"Personal contacts, including family and friends",It was the only job offer I received,Yes: the qualification was a formal requirement,Entry level,No,Yes
Male,2016,Metallurgical and Materials Engineering,Others (For foreign trained students),Foreign,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Knowledge of the skill(s) you are studying",Engineering,Social media/professional networking sites,It was in the right location,Yes: the qualification was a formal requirement,Experience/Professional,No,No
Female,2017,Geophysics,"Federal University of Petroleum Resources, Effurun",Federal,Bachelor's degree,No,,,,,,,,I have not completed my NYSC,
Female,2015,Biochemistry,Ekiti State University,State,Bachelor's degree,Yes,Agree,Critical thinking skills,Consulting,"Personal contacts, including family and friends",,,,Yes,No
Female,2015,Microbiology,"Nnamdi Azikiwe University, Awka",Federal,Bachelor's degree,Yes,,,,,,,,No,
Female,2015,Business Administration,"University of Agriculture, Abeokuta.",Federal,Bachelor's degree,Yes,Strongly Agree,Knowledge of the skill(s) you are studying,Manufacturing / Production,Recruitment agency/Online job site,,,,No,No
Male,2016,Industrial Relations and Personnel Management,"Lagos State University Ojo, Lagos.",State,Bachelor's degree,Ongoing,Strongly Agree,Critical thinking skills,Education,"Personal contacts, including family and friends",It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Entry level,I have not completed my NYSC,No
Female,2015,Microbiology,"Kwara State University, Ilorin",State,Master's degree,Yes,,,,,,,,No,
Female,2015,Linguistics and Nigerian Languages,University of Port-Harcourt,Federal,Bachelor's degree,Yes,Strongly Disagree,"Critical thinking skills, Ability to work with others",NGO,"Personal contacts, including family and friends",,,,Yes,No
Female,2016,Accountancy,Covenant University Ota,Private,Bachelor's degree,Yes,Agree,Ability to work with others,Banking / Financial Services,"University/polytechnic (e.g. Careers Service, lecturer, website)",,,,Yes,No
Female,2017,Computer Science,"Federal University of Technology, Akure",Federal,Bachelor's degree,No,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Technology,Internship,To gain and broaden my experience in order to get the type of job I really want,Yes: while the qualification was not a formal requirement it did give me an advantage,Clerical and administrative,I have not completed my NYSC,No
Male,2015,Estate Management,"Nnamdi Azikiwe University, Awka",Federal,Bachelor's degree,Yes,Disagree,Knowledge of the skill(s) you are studying,Construction / Real Estate,Recruitment agency/Online job site,,,,Yes,No
Male,2015,Petroleum and Gas Engineering,"Petroleum Training Institute Effurun, Delta State.",Federal,Master's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Oil & Gas / Mining,Social media/professional networking sites,It was the only job offer I received,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2015,Computer Science,Covenant University Ota,Private,Bachelor's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Others,Social media/professional networking sites,To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2015,Education & Accountancy,University of Benin,Federal,Bachelor's degree,Yes,Agree,Ability to solve complex problems,Oil & Gas / Mining,"Personal contacts, including family and friends",,,,No,No
Male,2016,Electrical & Electronic Engineering,Covenant University Ota,Private,Bachelor's degree,Yes,Strongly Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Technology,Media (e.g. newspaper/magazine advertisement),,,,Yes,No
Female,2016,Computer Science,"Crescent University,",Private,Bachelor's degree,Yes,,,,,,,,Yes,
Female,2016,Computer Science,"Bowen University, Iwo",Private,Bachelor's degree,Yes,Disagree,Knowledge of the skill(s) you are studying,Oil & Gas / Mining,"Personal contacts, including family and friends",,,,Yes,No
Female,2017,Economics,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,No,,,,,,,,Yes,
Female,2017,Accountancy,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,Ongoing,Strongly Disagree,"Ability to solve complex problems, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,"University/polytechnic (e.g. Careers Service, lecturer, website)",,,,I have not completed my NYSC,No
Female,2015,Political Science,University of Benin,Federal,Bachelor's degree,Yes,,,,,,,,Yes,
Female,2016,Banking and Finance,Delta State University Abraka,State,Bachelor's degree,Yes,,,,,,,,No,
Female,2016,Botany,University of Ilorin,Federal,Bachelor's degree,Yes,,,,,,,,Yes,
Female,2015,Education And English Language,University of Ibadan,Federal,Bachelor's degree,Yes,Disagree,Critical thinking skills,Telecommunications,Social media/professional networking sites,,,,No,No
Male,2015,Mass Communication (Communication and Language Arts),"Delta State Polytechnic, Ogwashi-Uku, Delta State.",State,Higher National Diploma (HND),Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Construction / Real Estate,"Personal contacts, including family and friends",,,,No,No
Male,2015,Production and Industrial Engineering,University of Benin,Federal,Bachelor's degree,Yes,,,,,,,,No,
Male,2013,Computer Science,"Ebonyi State University, Abakaliki",State,Bachelor's degree,Yes,Agree,"Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Technology,Recruitment agency/Online job site,It fitted into my career plan/it was exactly the type of work I wanted,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2013,Geography,"Federal University of Technology, Owerri",Federal,Bachelor's degree,Yes,Disagree,Ability to solve complex problems,Power/Energy,Recruitment agency/Online job site,To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
Female,2016,Zoology,University of Ilorin,Federal,Bachelor's degree,Yes,Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Media,"Personal contacts, including family and friends",,,,No,No
Female,2017,Business Administration,"Tai Solarin Univ. of Education, Ijebu-Ode",State,Bachelor's degree,Ongoing,,,,,,,,I have not completed my NYSC,
Male,2017,Marketing,Covenant University Ota,Private,Bachelor's degree,Ongoing,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Consulting,Recruitment agency/Online job site,,,,I have not completed my NYSC,No
Female,2015,Law,Others (For foreign trained students),Foreign,Bachelor's degree,Yes,,,,,,,,No,
Female,2013,Educational Foundations,Ekiti State University,State,Master's degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,Social media/professional networking sites,To gain and broaden my experience in order to get the type of job I really want,Yes: while the qualification was not a formal requirement it did give me an advantage,Entry level,No,No
Female,2015,Law,Others (For foreign trained students),Foreign,Bachelor's degree,Yes,Strongly Disagree,Spoken communication skills,Manufacturing / Production,"Personal contacts, including family and friends",,,,Yes,Yes
Male,2014,Economics,"Obafemi Awolowo University,Ile-Ife",Federal,Bachelor's degree,Yes,Agree,"Critical thinking skills, Knowledge of the skill(s) you are studying",Consulting,Internship,It was the best job offer I received,Yes: the qualification was a formal requirement,Entry level,No,No
Male,2015,Accountancy,"Cross River State University of Science &Technology, Calabar",State,Bachelor's degree,Yes,,,,,,,,No,
Male,2015,Computer Science,University of Benin,Federal,Bachelor's degree,Yes,Agree,None of the above,Technology,"Personal contacts, including family and friends",It was the only job offer I received,Yes: the qualification was a formal requirement,Entry level,Yes,No
Female,2014,History and International Studies,University of Benin,Federal,Bachelor's degree,Yes,,,,,,,,Yes,
Male,2017,Microbiology,University of Ilorin,Federal,Bachelor's degree,Ongoing,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills",Consulting,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,No: the qualification was not required,Entry level,No,No
Female,2017,History and International Studies,"Babcock University,Ilishan-Remo",Private,Bachelor's degree,No,,,,,,,,No,
Male,2015,Electrical & Electronic Engineering,University of Lagos,Federal,Bachelor's degree,Yes,Strongly Disagree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others",Technology,"Personal contacts, including family and friends",,,,No,No
Female,2013,Law,"Lagos State University Ojo, Lagos.",State,MBA degree,Yes,Agree,"Critical thinking skills, Ability to solve complex problems, Ability to work with others, Written communication skills, Spoken communication skills, Knowledge of the skill(s) you are studying",Oil & Gas / Mining,"Personal contacts, including family and friends",To gain and broaden my experience in order to get the type of job I really want,Yes: the qualification was a formal requirement,Entry level,No,No
